shot_end_x,shot_end_y,shot_speed,shot_distance,gk_x,gk_y,gk_dive_distance,ball_travel_time,gk_reach_time,reaction_time,dist_from_center,dist_from_left_post,dist_from_right_post,dist_from_crossbar,dist_from_ground,zone,psxg,is_goal
6.942,0.577,98.8,40.0,4.088,0.3,2.868,1.5344,0.5261,0.1021,3.344,6.942,0.378,1.863,0.577,LOW_R,0.2875,0
3.748,2.027,59.5,25.5,3.347,0.5,1.579,1.6213,0.05,0.1718,0.812,3.748,3.572,0.413,2.027,TOP_C,0.43,1
0.64,0.05,57.6,8.6,3.612,0.0,2.972,0.5641,0.611,0.1754,3.239,0.64,6.68,2.39,0.05,LOW_L,0.99,1
1.986,1.148,81.1,14.4,3.36,0.5,1.52,0.6705,0.1561,0.1784,1.676,1.986,5.334,1.292,1.148,MID_L,0.05,0
6.983,2.152,73.7,17.5,4.227,0.3,3.321,0.8995,0.5015,0.1728,3.451,6.983,0.337,0.288,2.152,TOP_R,0.62,0
0.42,0.339,88.0,7.1,3.142,0.5,2.726,0.3057,0.4929,0.08,3.358,0.42,6.9,2.101,0.339,LOW_L,0.99,1
6.312,1.87,85.6,16.0,2.155,0.0,4.558,0.7066,0.8517,0.2078,2.73,6.312,1.008,0.57,1.87,TOP_R,0.985,1
1.199,0.878,69.0,9.8,2.458,0.3,1.385,0.5406,0.1272,0.2145,2.485,1.199,6.121,1.562,0.878,MID_L,0.2875,0
6.19,2.39,79.0,18.3,5.077,0.3,2.368,0.8774,0.0908,0.1302,2.787,6.19,1.13,0.05,2.39,TOP_R,0.62,1
2.455,0.991,50.4,11.8,4.186,0.3,1.864,0.8843,0.2452,0.1941,1.227,2.455,4.865,1.449,0.991,MID_C,0.05,0
6.481,0.989,128.7,12.3,3.893,0.0,2.771,0.3631,0.4596,0.1267,2.831,6.481,0.839,1.451,0.989,MID_R,0.985,1
3.077,0.996,101.0,13.3,3.468,0.3,0.798,0.4991,0.05,0.1898,0.624,3.077,4.243,1.444,0.996,MID_C,0.05,0
6.896,2.303,75.1,17.3,2.987,0.0,4.537,0.8703,0.7898,0.1716,3.413,6.896,0.424,0.137,2.303,TOP_R,0.94,1
6.083,0.869,70.8,27.8,4.663,0.3,1.53,1.4911,0.1675,0.0948,2.448,6.083,1.237,1.571,0.869,MID_R,0.2875,0
1.014,2.055,95.9,8.8,2.861,0.5,2.414,0.3473,0.2742,0.1073,2.774,1.014,6.306,0.385,2.055,TOP_L,0.86,1
1.418,1.059,87.4,28.6,4.581,0.0,3.336,1.2415,0.6033,0.1388,2.248,1.418,5.902,1.381,1.059,MID_L,0.2875,1
2.678,1.712,55.7,8.1,3.002,0.3,1.449,0.5505,0.05,0.08,1.098,2.678,4.642,0.728,1.712,TOP_C,0.05,0
0.753,2.131,86.1,5.9,2.644,0.3,2.632,0.2605,0.2852,0.2222,3.046,0.753,6.567,0.309,2.131,TOP_L,0.99,1
0.47,1.483,88.0,8.4,4.034,0.5,3.698,0.3607,0.7036,0.1139,3.201,0.47,6.85,0.957,1.483,MID_L,0.985,1
0.11,1.24,83.4,39.8,2.455,0.0,2.653,1.8073,0.3987,0.1299,3.55,0.11,7.21,1.2,1.24,MID_L,0.2875,1
6.26,0.251,108.8,22.8,4.233,0.5,2.042,0.7948,0.3193,0.2063,2.775,6.26,1.06,2.189,0.251,LOW_R,0.335,0
0.056,1.808,75.8,20.9,3.169,0.0,3.6,1.047,0.5907,0.1536,3.652,0.056,7.264,0.632,1.808,TOP_L,0.2875,1
4.802,1.258,96.5,17.9,4.814,0.3,0.958,0.7019,0.05,0.1028,1.143,4.802,2.518,1.182,1.258,MID_C,0.05,0
2.452,1.019,66.9,32.1,3.657,0.3,1.403,1.8163,0.1138,0.1316,1.225,2.452,4.868,1.421,1.019,MID_C,0.05,0
5.532,1.168,76.2,11.3,3.515,0.5,2.124,0.5608,0.3166,0.224,1.873,5.532,1.788,1.272,1.168,MID_R,0.4,1
3.117,0.564,87.0,14.5,3.168,0.0,0.566,0.6314,0.05,0.1501,0.852,3.117,4.203,1.876,0.564,LOW_C,0.05,1
7.27,0.44,76.6,40.0,2.962,0.3,4.31,1.9798,0.8895,0.1102,3.693,7.27,0.05,2.0,0.44,LOW_R,0.2875,0
2.973,1.276,84.7,39.2,1.862,0.3,1.479,1.7525,0.0902,0.1862,0.689,2.973,4.347,1.164,1.276,MID_C,0.05,0
3.646,0.406,104.4,14.0,4.23,0.0,0.711,0.5075,0.05,0.1742,0.815,3.646,3.674,2.034,0.406,LOW_C,0.05,0
6.49,0.72,77.3,23.4,3.547,0.0,3.029,1.1472,0.5482,0.1726,2.874,6.49,0.83,1.72,0.72,LOW_R,0.2875,1
1.66,0.833,109.2,12.1,3.211,0.3,1.64,0.4182,0.2002,0.08,2.037,1.66,5.66,1.607,0.833,MID_L,0.2,0
4.654,1.536,51.0,13.9,5.386,0.0,1.701,1.033,0.05,0.1729,1.043,4.654,2.666,0.904,1.536,MID_C,0.05,0
2.123,1.237,55.3,5.3,4.221,0.0,2.435,0.3612,0.337,0.1308,1.537,2.123,5.197,1.203,1.237,MID_L,0.92,1
7.214,1.03,102.1,13.5,4.509,0.0,2.894,0.5008,0.4886,0.2153,3.559,7.214,0.106,1.41,1.03,MID_R,0.985,1
5.931,2.35,91.9,8.0,2.796,0.5,3.64,0.3297,0.5963,0.1313,2.537,5.931,1.389,0.09,2.35,TOP_R,0.99,1
3.297,1.575,101.6,8.0,4.187,0.3,1.554,0.298,0.035,0.1583,0.507,3.297,4.023,0.865,1.575,MID_C,0.2,0
2.768,0.8,88.0,12.5,3.336,0.3,0.756,0.5369,0.05,0.1017,0.986,2.768,4.552,1.64,0.8,LOW_C,0.05,0
7.27,0.41,73.2,10.5,3.752,0.0,3.542,0.5445,0.6921,0.1157,3.7,7.27,0.05,2.03,0.41,LOW_R,0.985,1
1.146,0.728,61.0,35.5,3.07,0.0,2.058,2.2052,0.2936,0.1538,2.562,1.146,6.174,1.712,0.728,LOW_L,0.2875,0
4.693,1.431,68.4,40.0,4.29,0.0,1.487,2.2162,0.05,0.2393,1.055,4.693,2.627,1.009,1.431,MID_C,0.05,0
3.655,0.742,100.2,11.1,2.259,0.3,1.465,0.421,0.1616,0.1183,0.478,3.655,3.665,1.698,0.742,LOW_C,0.2,0
6.845,0.398,68.4,40.0,3.475,0.3,3.371,2.2177,0.6549,0.1608,3.289,6.845,0.475,2.042,0.398,LOW_R,0.525,1
2.186,1.014,52.6,9.0,4.054,0.3,2.0,0.6524,0.2796,0.1597,1.489,2.186,5.134,1.426,1.014,MID_L,0.05,0
2.999,2.39,104.2,23.5,3.904,0.0,2.556,0.8558,0.0388,0.1684,1.344,2.999,4.321,0.05,2.39,TOP_C,0.43,0
0.224,0.223,44.4,11.1,3.677,0.3,3.454,0.9471,0.6758,0.1667,3.578,0.224,7.096,2.217,0.223,LOW_L,0.6,1
0.832,0.05,93.3,8.8,2.647,0.0,1.816,0.3578,0.2931,0.1221,3.061,0.832,6.488,2.39,0.05,LOW_L,0.925,1
1.051,2.341,85.3,23.0,2.159,0.3,2.322,1.0229,0.0895,0.1814,2.84,1.051,6.269,0.099,2.341,TOP_L,0.62,1
3.994,2.119,98.3,11.4,1.58,0.0,3.213,0.4415,0.4161,0.1309,0.96,3.994,3.326,0.321,2.119,TOP_C,0.952,1
4.359,1.918,97.4,10.2,4.96,0.0,2.01,0.396,0.05,0.1096,0.988,4.359,2.961,0.522,1.918,TOP_C,0.05,0
2.822,0.729,53.6,15.1,3.589,0.0,1.058,1.0671,0.0041,0.1789,0.971,2.822,4.498,1.711,0.729,LOW_C,0.05,0
0.177,2.39,48.0,6.8,3.829,0.3,4.208,0.5343,0.7254,0.1701,3.674,0.177,7.143,0.05,2.39,TOP_L,0.99,1
1.127,0.05,71.9,5.3,4.586,0.3,3.467,0.2808,0.7448,0.2824,2.79,1.127,6.193,2.39,0.05,LOW_L,0.986,1
6.702,1.958,89.9,31.9,2.075,0.3,4.915,1.3434,0.9692,0.1446,3.13,6.702,0.618,0.482,1.958,TOP_R,0.2875,1
1.387,0.942,52.1,9.9,3.269,0.3,1.989,0.7213,0.2831,0.2025,2.29,1.387,5.933,1.498,0.942,MID_L,0.2875,1
4.056,0.054,59.0,6.2,2.679,0.0,1.378,0.4009,0.1962,0.0935,1.231,4.056,3.264,2.386,0.054,LOW_C,0.44,1
2.081,0.311,91.7,15.7,3.165,0.0,1.128,0.6478,0.0837,0.1351,1.822,2.081,5.239,2.129,0.311,LOW_L,0.335,0
4.169,0.509,88.5,14.1,4.136,0.5,0.034,0.6022,0.05,0.0962,0.875,4.169,3.151,1.931,0.509,LOW_C,0.05,0
5.923,1.067,118.9,8.8,5.234,0.5,0.892,0.2794,0.05,0.2079,2.268,5.923,1.397,1.373,1.067,MID_R,0.55,0
1.26,2.069,59.9,8.0,2.687,0.0,2.513,0.5044,0.1693,0.1817,2.546,1.26,6.06,0.371,2.069,TOP_L,0.62,1
3.028,1.169,53.0,6.4,2.548,0.0,1.264,0.4578,0.05,0.1236,0.634,3.028,4.292,1.271,1.169,MID_C,0.05,0
0.548,0.411,66.6,30.4,4.043,0.0,3.519,1.7301,0.6863,0.1453,3.215,0.548,6.772,2.029,0.411,LOW_L,0.2875,1
2.189,0.199,52.5,9.8,3.266,0.3,1.082,0.7057,0.1326,0.1295,1.791,2.189,5.131,2.241,0.199,LOW_L,0.335,0
1.632,0.513,103.1,18.2,2.919,0.0,1.385,0.667,0.1341,0.1111,2.148,1.632,5.688,1.927,0.513,LOW_L,0.05,0
0.635,0.631,60.9,33.1,3.85,0.0,3.276,2.0575,0.6162,0.1179,3.082,0.635,6.685,1.809,0.631,LOW_L,0.2875,1
0.765,0.446,69.9,7.0,3.253,0.3,2.493,0.3812,0.4347,0.08,2.997,0.765,6.555,1.994,0.446,LOW_L,0.94,1
1.969,0.861,83.5,5.7,4.964,0.0,3.116,0.2566,0.5613,0.2179,1.729,1.969,5.351,1.579,0.861,MID_L,0.98,1
2.804,1.55,89.8,22.9,2.151,0.3,1.41,0.9674,0.05,0.1605,0.918,2.804,4.516,0.89,1.55,MID_C,0.05,0
6.763,0.457,76.7,10.4,2.677,0.0,4.111,0.5117,0.8338,0.0924,3.195,6.763,0.557,1.983,0.457,LOW_R,0.985,1
2.359,1.654,95.8,11.3,3.289,0.3,1.643,0.4469,0.0451,0.2164,1.371,2.359,4.961,0.786,1.654,TOP_L,0.05,0
4.482,0.896,86.3,10.4,3.534,0.0,1.305,0.458,0.0495,0.2011,0.884,4.482,2.838,1.544,0.896,MID_C,0.05,0
6.509,2.169,92.9,18.4,4.591,0.0,2.896,0.7523,0.292,0.2343,3.003,6.509,0.811,0.271,2.169,TOP_R,0.62,0
5.592,0.862,80.0,12.9,4.396,0.5,1.249,0.6133,0.1114,0.202,1.964,5.592,1.728,1.578,0.862,MID_R,0.05,0
6.914,0.415,110.0,39.9,3.922,0.0,3.02,1.3751,0.5604,0.149,3.352,6.914,0.406,2.025,0.415,LOW_R,0.2875,1
6.001,0.216,94.6,11.0,3.973,0.0,2.039,0.4395,0.3195,0.08,2.547,6.001,1.319,2.224,0.216,LOW_R,0.58,1
1.86,0.295,52.1,17.9,5.088,0.0,3.241,1.3046,0.6195,0.1323,2.024,1.86,5.46,2.145,0.295,LOW_L,0.335,0
6.25,1.578,72.3,11.9,1.17,0.0,5.319,0.623,1.0824,0.2462,2.614,6.25,1.07,0.862,1.578,MID_R,0.985,1
1.672,0.623,73.2,27.0,2.374,0.0,0.939,1.3963,0.05,0.0926,2.076,1.672,5.648,1.817,0.623,LOW_L,0.05,0
7.122,1.157,71.9,9.7,4.246,0.0,3.1,0.5135,0.5314,0.1617,3.462,7.122,0.198,1.283,1.157,MID_R,0.985,1
3.233,0.05,79.4,9.7,2.96,0.3,0.37,0.4632,0.05,0.1616,1.245,3.233,4.087,2.39,0.05,LOW_C,0.335,1
7.02,1.388,107.0,7.2,3.6,0.0,3.69,0.255,0.6673,0.2354,3.364,7.02,0.3,1.052,1.388,MID_R,0.985,1
2.246,0.807,123.9,5.9,5.45,0.0,3.304,0.1802,0.6135,0.1321,1.473,2.246,5.074,1.633,0.807,LOW_L,0.98,1
0.885,1.984,83.1,6.6,2.67,0.3,2.454,0.3018,0.2586,0.2177,2.878,0.885,6.435,0.456,1.984,TOP_L,0.985,1
0.652,0.05,103.0,8.6,3.804,0.3,3.163,0.3177,0.6607,0.1401,3.228,0.652,6.668,2.39,0.05,LOW_L,0.99,1
5.783,0.934,87.2,10.2,4.306,0.0,1.748,0.4418,0.1819,0.115,2.143,5.783,1.537,1.506,0.934,MID_R,0.2,0
5.413,0.298,50.3,14.1,4.601,0.0,0.865,1.0584,0.0809,0.1171,1.98,5.413,1.907,2.142,0.298,LOW_R,0.335,0
3.92,1.07,66.7,14.5,4.93,0.3,1.271,0.8222,0.0652,0.1259,0.3,3.92,3.4,1.37,1.07,MID_C,0.05,0
1.642,0.937,130.0,20.0,4.058,0.0,2.591,0.5836,0.4165,0.1502,2.038,1.642,5.678,1.503,0.937,MID_L,0.4,1
5.713,1.091,50.0,6.5,3.976,0.3,1.908,0.4901,0.2467,0.1851,2.057,5.713,1.607,1.349,1.091,MID_R,0.2,0
0.676,0.388,89.8,40.0,2.293,0.0,1.663,1.6884,0.2168,0.0972,3.098,0.676,6.644,2.052,0.388,LOW_L,0.525,1
0.675,0.633,51.3,13.5,3.402,0.0,2.8,0.9986,0.4943,0.1717,3.042,0.675,6.645,1.807,0.633,LOW_L,0.2875,0
6.072,2.135,108.4,8.6,4.607,0.0,2.589,0.3022,0.1788,0.1088,2.58,6.072,1.248,0.305,2.135,TOP_R,0.76,0
6.252,2.178,58.3,40.0,4.169,0.0,3.014,2.6011,0.3332,0.1366,2.763,6.252,1.068,0.262,2.178,TOP_R,0.62,0
0.456,2.39,88.1,16.1,2.648,0.5,2.894,0.6931,0.3604,0.1639,3.411,0.456,6.864,0.05,2.39,TOP_L,0.62,0
1.836,0.533,55.4,8.7,3.753,0.0,1.989,0.5983,0.2916,0.08,1.949,1.836,5.484,1.907,0.533,LOW_L,0.05,0
2.458,0.829,102.9,32.8,3.383,0.0,1.241,1.2066,0.0436,0.1364,1.264,2.458,4.862,1.611,0.829,MID_C,0.05,0
6.262,0.851,68.3,40.0,4.473,0.0,1.981,2.2177,0.2598,0.1492,2.628,6.262,1.058,1.589,0.851,MID_R,0.2875,0
2.595,0.947,73.0,7.3,2.818,0.0,0.973,0.3775,0.05,0.1793,1.1,2.595,4.725,1.493,0.947,MID_C,0.2,0
2.49,1.455,63.7,32.6,2.337,0.3,1.165,1.9384,0.05,0.08,1.193,2.49,4.83,0.985,1.455,MID_C,0.05,0
6.151,0.807,62.0,13.3,4.327,0.0,1.994,0.8123,0.2684,0.092,2.525,6.151,1.169,1.633,0.807,LOW_R,0.2875,0
0.931,2.39,81.4,19.8,3.034,0.0,3.184,0.9229,0.3383,0.1286,2.97,0.931,6.389,0.05,2.39,TOP_L,0.62,1
6.313,1.636,101.4,40.0,4.386,0.3,2.344,1.4946,0.2941,0.2048,2.685,6.313,1.007,0.804,1.636,TOP_R,0.2875,0
4.405,0.458,49.2,40.0,3.598,0.0,0.928,3.0823,0.0168,0.1032,1.066,4.405,2.915,1.982,0.458,LOW_C,0.05,0
3.864,1.625,46.1,7.7,4.375,0.0,1.703,0.6349,0.05,0.0944,0.453,3.864,3.456,0.815,1.625,MID_C,0.05,0
3.253,0.05,84.8,39.6,2.045,0.5,1.289,1.7693,0.198,0.1266,1.239,3.253,4.067,2.39,0.05,LOW_C,0.335,0
0.641,0.078,87.0,6.7,2.957,0.5,2.354,0.2914,0.4307,0.2536,3.228,0.641,6.679,2.362,0.078,LOW_L,0.99,1
6.006,1.893,66.9,10.3,3.888,0.3,2.651,0.5839,0.3422,0.1532,2.441,6.006,1.314,0.547,1.893,TOP_R,0.4,0
1.009,2.39,120.7,40.0,3.169,0.0,3.221,1.2561,0.3525,0.1731,2.897,1.009,6.311,0.05,2.39,TOP_L,0.62,0
6.138,0.689,70.1,13.1,4.224,0.3,1.954,0.711,0.2912,0.1858,2.535,6.138,1.182,1.751,0.689,LOW_R,0.2875,1
5.922,0.356,82.0,40.0,3.844,0.3,2.079,1.8482,0.3321,0.1568,2.422,5.922,1.398,2.084,0.356,LOW_R,0.335,0
4.722,0.192,101.3,11.1,4.707,0.0,0.193,0.4134,0.05,0.2202,1.478,4.722,2.598,2.248,0.192,LOW_C,0.44,1
0.419,1.438,80.8,5.4,3.715,0.0,3.596,0.2552,0.6365,0.1421,3.248,0.419,6.901,1.002,1.438,MID_L,0.985,1
4.822,0.785,63.5,25.9,3.901,0.3,1.041,1.5476,0.0429,0.1491,1.241,4.822,2.498,1.655,0.785,LOW_C,0.05,0
5.545,0.519,95.7,40.0,3.584,0.0,2.029,1.5846,0.303,0.1196,2.012,5.545,1.775,1.921,0.519,LOW_R,0.05,0
1.777,0.839,67.1,9.4,3.696,0.0,2.094,0.5336,0.2923,0.1137,1.921,1.777,5.543,1.601,0.839,MID_L,0.2,1
6.377,1.165,102.9,17.7,2.656,0.0,3.899,0.6503,0.7428,0.1296,2.718,6.377,0.943,1.275,1.165,MID_R,0.985,0
4.825,0.693,90.9,9.0,4.609,0.3,0.448,0.3762,0.05,0.1754,1.279,4.825,2.495,1.747,0.693,LOW_C,0.05,0
2.306,0.879,80.2,19.4,3.699,0.0,1.647,0.9162,0.1607,0.1997,1.396,2.306,5.014,1.561,0.879,MID_L,0.05,0
5.86,1.031,77.3,10.2,3.02,0.0,3.021,0.5022,0.5225,0.2104,2.208,5.86,1.46,1.409,1.031,MID_R,0.985,1
5.76,0.668,71.4,9.9,3.948,0.3,1.849,0.5258,0.2656,0.1409,2.171,5.76,1.56,1.772,0.668,LOW_R,0.2,0
3.31,1.282,79.9,25.2,3.867,0.0,1.398,1.1947,0.05,0.1044,0.355,3.31,4.01,1.158,1.282,MID_C,0.05,0
5.543,1.151,95.1,32.3,3.507,0.5,2.137,1.2883,0.3214,0.2672,1.884,5.543,1.777,1.289,1.151,MID_R,0.05,0
3.705,0.05,71.4,31.4,3.005,0.3,0.744,1.666,0.18,0.2176,1.171,3.705,3.615,2.39,0.05,LOW_C,0.335,0
4.9,0.875,78.9,6.6,4.152,0.3,0.944,0.3154,0.05,0.2223,1.288,4.9,2.42,1.565,0.875,MID_R,0.4,0
5.043,0.674,79.7,40.0,3.834,0.0,1.384,1.9008,0.1148,0.08,1.487,5.043,2.277,1.766,0.674,LOW_R,0.05,0
3.881,0.69,86.8,8.8,4.346,0.3,0.607,0.3838,0.05,0.1581,0.574,3.881,3.439,1.75,0.69,LOW_C,0.05,0
1.374,0.324,110.6,27.7,3.845,0.5,2.478,0.9496,0.4304,0.1091,2.456,1.374,5.946,2.116,0.324,LOW_L,0.335,0
3.222,0.651,54.9,18.8,3.336,0.0,0.661,1.2978,0.05,0.1141,0.718,3.222,4.098,1.789,0.651,LOW_C,0.05,0
5.993,2.25,122.8,5.6,3.779,0.0,3.157,0.1718,0.366,0.1835,2.55,5.993,1.327,0.19,2.25,TOP_R,0.99,1
5.567,0.958,94.0,13.0,3.298,0.5,2.315,0.5235,0.3798,0.1836,1.925,5.567,1.753,1.482,0.958,MID_R,0.65,1
6.839,1.315,82.3,16.2,3.121,0.0,3.944,0.747,0.7422,0.1808,3.181,6.839,0.481,1.125,1.315,MID_R,0.985,1
2.926,0.468,81.5,15.8,4.126,0.0,1.288,0.7368,0.1125,0.1544,1.051,2.926,4.394,1.972,0.468,LOW_C,0.05,1
6.261,0.541,67.5,10.8,5.975,0.0,0.612,0.6049,0.05,0.08,2.688,6.261,1.059,1.899,0.541,LOW_R,0.2875,1
3.737,0.641,81.3,8.3,4.132,0.0,0.753,0.3861,0.05,0.1694,0.584,3.737,3.583,1.799,0.641,LOW_C,0.05,1
2.361,1.73,40.0,12.0,4.302,0.0,2.601,1.138,0.2979,0.122,1.396,2.361,4.959,0.71,1.73,TOP_L,0.05,0
0.728,2.126,91.3,5.2,3.966,0.3,3.718,0.2178,0.622,0.1273,3.069,0.728,6.592,0.314,2.126,TOP_L,0.99,1
2.076,0.783,54.6,26.8,4.481,0.0,2.529,1.8593,0.4138,0.1892,1.643,2.076,5.244,1.657,0.783,LOW_L,0.05,0
0.618,0.167,81.9,20.4,3.4,0.0,2.786,0.9433,0.5585,0.1741,3.219,0.618,6.702,2.273,0.167,LOW_L,0.525,1
6.765,0.403,74.1,9.4,5.425,0.3,1.343,0.4807,0.1474,0.1416,3.211,6.765,0.555,2.037,0.403,LOW_R,0.2875,0
4.479,0.418,116.8,14.0,3.758,0.3,0.731,0.4549,0.05,0.1606,1.146,4.479,2.841,2.022,0.418,LOW_C,0.05,0
6.112,0.246,71.5,18.1,2.667,0.0,3.454,0.9591,0.6738,0.1223,2.639,6.112,1.208,2.194,0.246,LOW_R,0.335,0
0.662,0.554,57.6,5.0,4.197,0.0,3.577,0.332,0.6961,0.2069,3.071,0.662,6.658,1.886,0.554,LOW_L,0.985,1
0.603,2.39,106.4,16.3,3.617,0.0,3.846,0.5807,0.5658,0.0895,3.273,0.603,6.717,0.05,2.39,TOP_L,0.94,1
1.973,1.37,96.1,23.3,3.388,0.3,1.774,0.9202,0.1663,0.2531,1.693,1.973,5.347,1.07,1.37,MID_L,0.05,0
2.462,1.036,92.0,7.6,3.516,0.3,1.286,0.3118,0.0761,0.1426,1.212,2.462,4.858,1.404,1.036,MID_C,0.2,0
2.99,0.568,106.3,7.1,4.132,0.3,1.173,0.2536,0.0981,0.1603,0.935,2.99,4.33,1.872,0.568,LOW_C,0.65,1
6.097,1.523,84.2,17.0,3.697,0.0,2.843,0.7645,0.4125,0.0922,2.456,6.097,1.223,0.917,1.523,MID_R,0.2875,0
0.576,1.959,83.6,5.4,3.933,0.3,3.744,0.2428,0.6517,0.1983,3.171,0.576,6.744,0.481,1.959,TOP_L,0.985,1
6.128,0.091,106.7,6.0,3.387,0.0,2.743,0.2139,0.5476,0.1583,2.714,6.128,1.192,2.349,0.091,LOW_R,0.986,1
5.76,1.435,81.8,5.2,4.382,0.3,1.785,0.2427,0.157,0.1135,2.111,5.76,1.56,1.005,1.435,MID_R,0.65,1
7.27,1.922,73.3,15.8,3.327,0.0,4.386,0.8179,0.7983,0.1308,3.678,7.27,0.05,0.518,1.922,TOP_R,0.94,1
0.894,1.216,59.8,18.2,3.502,0.0,2.878,1.1544,0.4645,0.1671,2.766,0.894,6.426,1.224,1.216,MID_L,0.2875,0
6.86,0.27,83.4,18.1,3.202,0.5,3.665,0.821,0.7269,0.1327,3.338,6.86,0.46,2.17,0.27,LOW_R,0.825,1
5.54,2.39,101.2,12.1,4.483,0.0,2.613,0.4548,0.0768,0.1536,2.215,5.54,1.78,0.05,2.39,TOP_R,0.43,0
0.826,0.445,74.0,16.5,3.575,0.5,2.75,0.8434,0.4998,0.0955,2.939,0.826,6.494,1.995,0.445,LOW_L,0.2875,0
7.11,1.321,75.0,12.7,2.22,0.0,5.065,0.6394,1.0351,0.1197,3.451,7.11,0.21,1.119,1.321,MID_R,0.985,1
6.391,1.65,96.0,18.9,4.64,0.0,2.406,0.7441,0.2502,0.1946,2.765,6.391,0.929,0.79,1.65,TOP_R,0.2875,1
1.556,1.415,96.2,15.6,2.843,0.0,1.912,0.6145,0.1342,0.139,2.113,1.556,5.764,1.025,1.415,MID_L,0.05,0
6.777,0.557,61.6,5.6,4.877,0.0,1.979,0.3457,0.2873,0.1558,3.186,6.777,0.543,1.883,0.557,LOW_R,0.8875,1
6.252,0.461,63.7,13.4,3.133,0.3,3.123,0.7955,0.5922,0.1839,2.701,6.252,1.068,1.979,0.461,LOW_R,0.55,0
5.027,0.428,93.5,18.9,4.295,0.3,0.743,0.7657,0.05,0.1656,1.58,5.027,2.293,2.012,0.428,LOW_R,0.05,0
4.74,1.166,80.8,12.2,3.038,0.3,1.91,0.5721,0.238,0.1322,1.082,4.74,2.58,1.274,1.166,MID_C,0.05,0
5.629,0.755,101.7,23.7,3.858,0.0,1.924,0.8826,0.2551,0.08,2.023,5.629,1.691,1.685,0.755,LOW_R,0.05,0
4.988,0.733,83.8,14.2,2.954,0.5,2.048,0.6405,0.3211,0.1791,1.415,4.988,2.332,1.707,0.733,LOW_R,0.2,0
6.641,0.331,47.6,18.8,5.354,0.0,1.329,1.4978,0.1344,0.1862,3.111,6.641,0.679,2.109,0.331,LOW_R,0.525,1
2.457,1.856,113.8,17.5,2.849,0.0,1.897,0.5812,0.05,0.1652,1.36,2.457,4.863,0.584,1.856,TOP_C,0.05,0
2.344,1.417,64.8,34.4,3.393,0.3,1.532,2.0089,0.0746,0.203,1.33,2.344,4.976,1.023,1.417,MID_L,0.05,0
6.072,2.102,107.9,5.5,3.669,0.3,3.003,0.193,0.4131,0.1966,2.568,6.072,1.248,0.338,2.102,TOP_R,0.99,1
1.797,0.596,93.2,13.4,3.367,0.3,1.598,0.5448,0.2051,0.2392,1.965,1.797,5.523,1.844,0.596,LOW_L,0.2,0
5.744,1.593,79.0,6.4,5.816,0.3,1.295,0.3082,0.05,0.146,2.117,5.744,1.576,0.847,1.593,MID_R,0.2,0
6.485,1.862,88.7,9.3,2.094,0.3,4.661,0.3977,0.9104,0.1625,2.897,6.485,0.835,0.578,1.862,TOP_R,0.985,1
4.418,1.207,78.5,5.3,3.933,0.3,1.028,0.2562,0.05,0.151,0.758,4.418,2.902,1.233,1.207,MID_C,0.2,0
5.5,0.704,80.3,13.8,4.841,0.5,0.689,0.6515,0.05,0.1425,1.911,5.5,1.82,1.736,0.704,LOW_R,0.05,0
4.096,1.478,75.1,20.1,5.801,0.0,2.257,1.0139,0.2389,0.1344,0.507,4.096,3.224,0.962,1.478,MID_C,0.05,0
5.321,1.891,58.8,19.9,5.029,0.0,1.914,1.2823,0.05,0.0931,1.791,5.321,1.999,0.549,1.891,TOP_R,0.05,1
6.065,2.147,105.3,13.1,2.813,0.3,3.739,0.4733,0.6253,0.1425,2.577,6.065,1.255,0.293,2.147,TOP_R,0.99,1
6.352,1.298,85.6,33.3,2.581,0.0,3.988,1.4762,0.7552,0.1098,2.693,6.352,0.968,1.142,1.298,MID_R,0.2875,0
1.798,0.623,118.7,10.0,3.572,0.0,1.88,0.3194,0.2561,0.2414,1.955,1.798,5.522,1.817,0.623,LOW_L,0.98,1
2.036,0.426,121.2,10.0,4.158,0.3,2.126,0.3137,0.3432,0.1495,1.808,2.036,5.284,2.014,0.426,LOW_L,0.98,1
3.952,0.168,45.3,28.4,4.157,0.3,0.244,2.381,0.05,0.104,1.092,3.952,3.368,2.272,0.168,LOW_C,0.335,0
5.544,1.441,57.2,10.7,3.644,0.0,2.385,0.711,0.2877,0.08,1.897,5.544,1.776,0.999,1.441,MID_R,0.05,0
5.21,0.766,50.4,5.9,4.389,0.0,1.122,0.4443,0.0177,0.0886,1.615,5.21,2.11,1.674,0.766,LOW_R,0.05,0
4.228,0.87,74.0,18.2,4.586,0.3,0.673,0.9306,0.05,0.1428,0.667,4.228,3.092,1.57,0.87,MID_C,0.05,0
0.105,0.05,98.8,11.3,4.237,0.0,4.133,0.4333,0.9301,0.1513,3.743,0.105,7.215,2.39,0.05,LOW_L,0.99,1
5.073,1.04,68.8,5.1,3.952,0.0,1.529,0.2796,0.0927,0.1183,1.425,5.073,2.247,1.4,1.04,MID_R,0.2,0
2.027,0.508,63.9,13.0,3.048,0.0,1.14,0.7703,0.0677,0.08,1.781,2.027,5.293,1.932,0.508,LOW_L,0.05,0
1.949,0.82,87.2,11.2,3.569,0.3,1.702,0.4855,0.2177,0.1519,1.757,1.949,5.371,1.62,0.82,MID_L,0.2,0
